,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage
349042,RSRUSDT_15m_orders.xlsx,RSRUSDT,15m,bearish_divergence_below_ema21,2,2.12,0.02097,03/12/2020 00:00,1606953599999,0.020544,1606958099999,1,2.0
195134,FTMUSDT_15m_orders.xlsx,FTMUSDT,15m,bearish_divergence_below_ema21,2,2.44,0.022584,02/12/2020 22:30,1606948199999,0.023909,1606972499999,0,-2.44
413217,TRBUSDT_15m_orders.xlsx,TRBUSDT,15m,bearish_divergence_below_ema21,2,2.49,26.653,03/12/2020 04:45,1606970699999,27.672,1606973399999,0,-2.49
342520,RLCUSDT_15m_orders.xlsx,RLCUSDT,15m,bearish_divergence_below_ema21,2,1.95,1.0053,02/12/2020 22:15,1606947299999,0.9824,1606974299999,1,2.0
16533,ALGOUSDT_15m_orders.xlsx,ALGOUSDT,15m,bearish_divergence_below_ema21,2,3.13,0.3471,03/12/2020 04:45,1606970699999,0.3377,1606974299999,1,2.0
163462,EGLDUSDT_15m_orders.xlsx,EGLDUSDT,15m,bearish_divergence_below_ema21,2,6.43,12.136,03/12/2020 05:00,1606971599999,11.71,1606974299999,1,2.0
52371,AXSUSDT_15m_orders.xlsx,AXSUSDT,15m,bearish_divergence_below_ema21,2,5.09,0.50902,03/12/2020 05:15,1606972499999,0.48737,1606974299999,1,2.0
122995,CRVUSDT_15m_orders.xlsx,CRVUSDT,15m,bearish_divergence_below_ema21,2,4.05,0.805,03/12/2020 05:45,1606974299999,0.839,1606980599999,0,-4.05
239547,KAVAUSDT_15m_orders.xlsx,KAVAUSDT,15m,bearish_divergence_below_ema21,2,2.64,1.7892,03/12/2020 05:45,1606974299999,1.8402,1606974299999,0,-2.64
413219,TRBUSDT_15m_orders.xlsx,TRBUSDT,15m,bearish_divergence_below_ema21,2,2.93,26.86,03/12/2020 05:45,1606974299999,27.683,1606981499999,0,-2.93
142521,DEFIUSDT_15m_orders.xlsx,DEFIUSDT,15m,bearish_divergence_below_ema21,2,1.4,711.0,03/12/2020 05:00,1606971599999,721.7,1606993199999,0,-1.4
122997,CRVUSDT_15m_orders.xlsx,CRVUSDT,15m,bearish_divergence_below_ema21,2,3.07,0.821,03/12/2020 08:45,1606985099999,0.854,1606996799999,0,-3.07
189442,FLMUSDT_15m_orders.xlsx,FLMUSDT,15m,bearish_divergence_below_ema21,2,2.29,0.2129,03/12/2020 12:15,1606997699999,0.2261,1607001299999,0,-2.29
163465,EGLDUSDT_15m_orders.xlsx,EGLDUSDT,15m,bearish_divergence_below_ema21,2,4.41,12.734,03/12/2020 12:00,1606996799999,12.472,1607012999999,1,2.0
142524,DEFIUSDT_15m_orders.xlsx,DEFIUSDT,15m,bearish_divergence_below_ema21,2,1.3,712.3,03/12/2020 12:45,1606999499999,722.4,1607005799999,0,-1.3
177654,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_below_ema21,2,1.17,6.488,03/12/2020 19:45,1607024699999,6.57,1607030099999,0,-1.17
286525,MKRUSDT_15m_orders.xlsx,MKRUSDT,15m,bearish_divergence_below_ema21,2,1.02,590.18,03/12/2020 21:00,1607029199999,597.8,1607029199999,0,-1.02
114979,COMPUSDT_15m_orders.xlsx,COMPUSDT,15m,bearish_divergence_below_ema21,2,4.25,132.11,03/12/2020 20:45,1607028299999,129.1,1607035499999,1,2.0
7653,AAVEUSDT_15m_orders.xlsx,AAVEUSDT,15m,bearish_divergence_below_ema21,2,3.03,91.63,03/12/2020 23:15,1607037299999,89.647,1607043599999,1,2.0
282528,MATICUSDT_15m_orders.xlsx,MATICUSDT,15m,bearish_divergence_below_ema21,2,1.95,0.02058,03/12/2020 22:15,1607033699999,0.02106,1607045399999,0,-1.95
63501,BANDUSDT_15m_orders.xlsx,BANDUSDT,15m,bearish_divergence_below_ema21,2,1.56,7.1787,04/12/2020 01:30,1607045399999,6.8689,1607049899999,1,2.0
286527,MKRUSDT_15m_orders.xlsx,MKRUSDT,15m,bearish_divergence_below_ema21,2,1.32,591.97,04/12/2020 02:00,1607047199999,577.36,1607054399999,1,2.0
320992,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_below_ema21,2,1.1,0.5908,04/12/2020 02:00,1607047199999,0.5782,1607050799999,1,2.0
